shoe_name,price,category,review,star,product_code,comfort,size_count,color_count,color 1,color 2,color 3,color 4,color 5
Jordan Post,₹ 2 195.00,Men,96,4.4,DX5575-001,[],0,4,White/White,Safety Orange/Safety Orange,Black/Black,University Red/University Red,
Jordan Post,₹ 2 195.00,Men,96,4.4,DX5575-600,[],0,4,White/White,Safety Orange/Safety Orange,Black/Black,University Red/University Red,
Air Jordan 1 Mid SE,₹ 12 295.00,Men,16,4.8,FB9911-008,,0,1,,,,,
Air Jordan 1 Low G NRG,₹ 14 995.00,Men,2,5.0,FD6848-001,,0,1,,,,,
Nike Tanjun EasyOn,₹ 5 695.00,Men,13,4.7,DV7775-101,[],0,3,White/White/Volt/White,Oil Green/White/Light Silver,Black/Volt/Black/White,,
Nike Tanjun EasyOn,₹ 5 695.00,Men,13,4.7,DV7775-300,[],0,3,White/White/Volt/White,Oil Green/White/Light Silver,Black/Volt/Black/White,,
Nike Tanjun EasyOn,₹ 5 695.00,Men,13,4.7,DV7775-001,[],0,3,White/White/Volt/White,Oil Green/White/Light Silver,Black/Volt/Black/White,,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-001,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-300,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-002,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-100,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Victori One,,Men,324,4.7,CN9675-701,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-014,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-401,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-003,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-600,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-002,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-005,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Jordan Super Play,,Men,7,5.0,DM1683-101,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-006,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-200,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,,Men,7,5.0,DM1683-003,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-001,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-030,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Air Jordan 1 High G NRG,₹ 18 395.00,Men,6,4.3,FD6815-001,,0,1,,,,,
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-600,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-001,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-100,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,,Men,212,4.6,DV4129-101,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-601,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Invincible 3,₹ 16 995.00,Men,3,4.7,FN1187-001,,0,2,Black/Coconut Milk/Bright Crimson/White,University Red/Blue Joy/Rugged Orange/Midnight Navy,,,
Nike Invincible 3,₹ 16 995.00,Men,3,4.7,FN1187-600,,0,2,Black/Coconut Milk/Bright Crimson/White,University Red/Blue Joy/Rugged Orange/Midnight Navy,,,
Jordan ADG 4,₹ 17 295.00,Men,37,3.9,DM0103-110,,0,3,White/Black/White,Wolf Grey/Smoke Grey/White,Black/Cement Grey/Metallic Silver/White,,
Jordan ADG 4,₹ 17 295.00,Men,37,3.9,DM0103-010,,0,3,White/Black/White,Wolf Grey/Smoke Grey/White,Black/Cement Grey/Metallic Silver/White,,
Jordan ADG 4,,Men,37,3.9,DM0103-015,,0,3,White/Black/White,Wolf Grey/Smoke Grey/White,Black/Cement Grey/Metallic Silver/White,,
Nike Zoom Fly 5 'Eliud Kipchoge',₹ 14 995.00,Men,73,4.3,FD6562-100,,0,1,,,,,
Nike Vomero 17,₹ 14 995.00,Men,54,4.7,FB1309-004,,0,3,Black/Anthracite/White,Black/Light Smoke Grey/White/Volt,Sea Glass/University Red/Blue Joy/Midnight Navy,,
Nike Vomero 17,₹ 14 995.00,Men,54,4.7,FB1309-001,,0,3,Black/Anthracite/White,Black/Light Smoke Grey/White/Volt,Sea Glass/University Red/Blue Joy/Midnight Navy,,
Nike Vomero 17,₹ 14 995.00,Men,54,4.7,FB1309-003,,0,3,Black/Anthracite/White,Black/Light Smoke Grey/White/Volt,Sea Glass/University Red/Blue Joy/Midnight Navy,,
Air Jordan 1 Mid SE,,Men,25,4.8,DX4332-700,,0,1,,,,,
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-300,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-001,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-040,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-146,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-600,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-343,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Air Zoom Victory Tour 3,₹ 16 995.00,Unisex,0,0.0,DX9025-101,,0,1,,,,,
Nike Superfly 9 Academy Mercurial Dream Speed,₹ 8 995.00,Unisex,1,4.0,FD1162-600,,0,1,,,,,
Nike Superfly 9 Elite Mercurial Dream Speed,₹ 25 095.00,Unisex,0,0.0,FD1157-600,,0,1,,,,,
Air Jordan 1 Mid SE,₹ 12 295.00,Men,5,5.0,FJ4923-008,,0,1,,,,,
Nike Quest 5,₹ 6 295.00,Men,29,3.7,DD0204-001,,0,4,Black/Smoke Grey/Dark Smoke Grey/White,Black/Smoke Grey/University Red,Sea Glass/University Red/White/Blue Joy,Black/Racer Blue/White/High Voltage,
Nike Quest 5,₹ 6 295.00,Men,29,3.7,DD0204-004,,0,4,Black/Smoke Grey/Dark Smoke Grey/White,Black/Smoke Grey/University Red,Sea Glass/University Red/White/Blue Joy,Black/Racer Blue/White/High Voltage,
Nike Quest 5,₹ 6 295.00,Men,29,3.7,DD0204-009,,0,4,Black/Smoke Grey/Dark Smoke Grey/White,Black/Smoke Grey/University Red,Sea Glass/University Red/White/Blue Joy,Black/Racer Blue/White/High Voltage,
Nike Quest 5,,Men,29,3.7,DD0204-008,,0,4,Black/Smoke Grey/Dark Smoke Grey/White,Black/Smoke Grey/University Red,Sea Glass/University Red/White/Blue Joy,Black/Racer Blue/White/High Voltage,
Nike Dunk High Retro SE,₹ 11 495.00,Men,0,0.0,FB8892-200,,0,1,,,,,
Nike Pegasus 40,,Men,253,4.6,DV3853-100,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Nike Pegasus 40,₹ 11 895.00,Men,253,4.6,DV3853-005,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Nike Pegasus 40,₹ 11 895.00,Men,253,4.6,DV3853-004,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Nike Pegasus 40,₹ 11 895.00,Men,253,4.6,DV3853-600,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Nike Pegasus 40,₹ 11 895.00,Men,253,4.6,DV3853-102,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Nike Pegasus 40,₹ 11 895.00,Men,253,4.6,DV3853-002,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Nike Pegasus 40,₹ 11 895.00,Men,253,4.6,DV3853-001,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Nike Pegasus 40,,Men,253,4.6,DV3853-101,,0,8,White/Light Orewood Brown/Phantom/Obsidian,Black/Burgundy Crush/Geode Teal/Purple Ink,Wolf Grey/Black/White/Volt,University Red/Midnight Navy/Blue Joy/Sea Glass,White/Black/Photon Dust/Wolf Grey
Air Jordan 1 Mid SE,₹ 12 295.00,Men,25,4.9,DZ4129-102,,0,1,,,,,
Jordan Post,,Men,96,4.4,DX5575-100,[],0,4,White/White,Safety Orange/Safety Orange,Black/Black,University Red/University Red,
Jordan Post,₹ 2 195.00,Men,96,4.4,DX5575-800,[],0,4,White/White,Safety Orange/Safety Orange,Black/Black,University Red/University Red,
Jordan Post,₹ 2 195.00,Men,96,4.4,DX5575-001,[],0,4,White/White,Safety Orange/Safety Orange,Black/Black,University Red/University Red,
Jordan Post,₹ 2 195.00,Men,96,4.4,DX5575-600,[],0,4,White/White,Safety Orange/Safety Orange,Black/Black,University Red/University Red,
Air Jordan 1 Mid SE,₹ 12 295.00,Men,16,4.8,FB9911-008,,0,1,,,,,
Air Jordan 1 Low G NRG,₹ 14 995.00,Men,2,5.0,FD6848-001,,0,1,,,,,
Nike Tanjun EasyOn,₹ 5 695.00,Men,13,4.7,DV7775-101,[],0,3,White/White/Volt/White,Oil Green/White/Light Silver,Black/Volt/Black/White,,
Nike Tanjun EasyOn,₹ 5 695.00,Men,13,4.7,DV7775-300,[],0,3,White/White/Volt/White,Oil Green/White/Light Silver,Black/Volt/Black/White,,
Nike Tanjun EasyOn,₹ 5 695.00,Men,13,4.7,DV7775-001,[],0,3,White/White/Volt/White,Oil Green/White/Light Silver,Black/Volt/Black/White,,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-001,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-300,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-002,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Free RN NN,₹ 8 695.00,Men,34,4.3,FB1276-100,,0,4,Black/Anthracite/Black,Geode Teal/Purple Ink/Burgundy Crush/Sea Glass,Black/Anthracite/White,White/Sea Glass/Blue Joy/University Red,
Nike Victori One,,Men,324,4.7,CN9675-701,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-014,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-401,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-003,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-600,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-002,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Nike Victori One,₹ 2 095.00,Men,324,4.7,CN9675-005,,0,7,Wheatgrass/Baroque Brown,Black/Light Silver,Midnight Navy/Midnight Navy/White,Black/Black/Black,University Red/University Red/Black
Jordan Super Play,,Men,7,5.0,DM1683-101,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-006,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-200,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,,Men,7,5.0,DM1683-003,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-001,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Jordan Super Play,₹ 4 195.00,Men,7,5.0,DM1683-030,,0,6,Coconut Milk/Elemental Gold/Coconut Milk,Black/Chile Red,Deep Green/Safety Orange,Dark Grey/Gold Amber/Black,Black/University Red
Air Jordan 1 High G NRG,₹ 18 395.00,Men,6,4.3,FD6815-001,,0,1,,,,,
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-600,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-001,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-100,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,,Men,212,4.6,DV4129-101,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Vaporfly 3,₹ 20 695.00,Men,212,4.6,DV4129-601,,0,5,Hyper Pink/Laser Orange/Black,Black/Black/Oatmeal/Metallic Gold Grain,White/Particle Grey/Metallic Silver/Dark Smoke Grey,Sail/Total Orange/Volt/Cobalt Bliss,University Red/Sea Glass/Melon Tint/Blue Joy
Nike Invincible 3,₹ 16 995.00,Men,3,4.7,FN1187-001,,0,2,Black/Coconut Milk/Bright Crimson/White,University Red/Blue Joy/Rugged Orange/Midnight Navy,,,
Nike Invincible 3,₹ 16 995.00,Men,3,4.7,FN1187-600,,0,2,Black/Coconut Milk/Bright Crimson/White,University Red/Blue Joy/Rugged Orange/Midnight Navy,,,
Jordan ADG 4,₹ 17 295.00,Men,37,3.9,DM0103-110,,0,3,White/Black/White,Wolf Grey/Smoke Grey/White,Black/Cement Grey/Metallic Silver/White,,
Jordan ADG 4,₹ 17 295.00,Men,37,3.9,DM0103-010,,0,3,White/Black/White,Wolf Grey/Smoke Grey/White,Black/Cement Grey/Metallic Silver/White,,
Jordan ADG 4,,Men,37,3.9,DM0103-015,,0,3,White/Black/White,Wolf Grey/Smoke Grey/White,Black/Cement Grey/Metallic Silver/White,,
Nike Zoom Fly 5 'Eliud Kipchoge',₹ 14 995.00,Men,73,4.3,FD6562-100,,0,1,,,,,
Nike Vomero 17,₹ 14 995.00,Men,54,4.7,FB1309-004,,0,3,Black/Anthracite/White,Black/Light Smoke Grey/White/Volt,Sea Glass/University Red/Blue Joy/Midnight Navy,,
Nike Vomero 17,₹ 14 995.00,Men,54,4.7,FB1309-001,,0,3,Black/Anthracite/White,Black/Light Smoke Grey/White/Volt,Sea Glass/University Red/Blue Joy/Midnight Navy,,
Nike Vomero 17,₹ 14 995.00,Men,54,4.7,FB1309-003,,0,3,Black/Anthracite/White,Black/Light Smoke Grey/White/Volt,Sea Glass/University Red/Blue Joy/Midnight Navy,,
Air Jordan 1 Mid SE,,Men,25,4.8,DX4332-700,,0,1,,,,,
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-300,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-001,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-040,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-146,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-600,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,11,4.2,DJ5631-343,[],0,6,Hyper Turquoise/Black/White/Fuchsia Dream,Black/Summit White/Volt/Dark Smoke Grey,Black/Hyper Royal/Chrome,White/Hot Punch/Coconut Milk/Baltic Blue,Bright Crimson/Black/White
Nike Air Zoom Victory Tour 3,₹ 16 995.00,Unisex,0,0.0,DX9025-101,,0,1,,,,,
Nike Superfly 9 Academy Mercurial Dream Speed,₹ 8 995.00,Unisex,1,4.0,FD1162-600,,0,1,,,,,
Nike Superfly 9 Elite Mercurial Dream Speed,₹ 25 095.00,Unisex,0,0.0,FD1157-600,,0,1,,,,,
Nike Zoom Superfly Elite 2,₹ 13 995.00,Unisex,28,4.9,CD4382-400,,0,1,,,,,
Nike Vapor 15 Elite Mercurial Dream Speed,₹ 22 995.00,Unisex,0,0.0,FD1165-600,,0,1,,,,,
Nike Air Max 2017,,Men,162,3.7,849559-405,,0,3,Binary Blue/Obsidian/Black,Light Bone/Matte Silver/Off-White,Black/Black/Black,,
Nike Air Max 2017,,Men,162,3.7,849559-005,,0,3,Binary Blue/Obsidian/Black,Light Bone/Matte Silver/Off-White,Black/Black/Black,,
Nike Air Max 2017,,Men,162,3.7,849559-004,,0,3,Binary Blue/Obsidian/Black,Light Bone/Matte Silver/Off-White,Black/Black/Black,,
Nike SB React Leo,₹ 8 595.00,Unisex,13,4.5,DX4361-002,[],0,3,Black/Orange/Electric Orange/Black,Black/Black/Gum Light Brown/White,White/Black,,
Nike SB React Leo,₹ 8 595.00,Unisex,13,4.5,DX4361-001,[],0,3,Black/Orange/Electric Orange/Black,Black/Black/Gum Light Brown/White,White/Black,,
Nike SB React Leo,₹ 8 595.00,Unisex,13,4.5,DX4361-100,[],0,3,Black/Orange/Electric Orange/Black,Black/Black/Gum Light Brown/White,White/Black,,
Nike Air Max 270,₹ 13 995.00,Men,778,4.5,AH8050-100,[],0,6,White/White/Black,Black/Total Orange/Black,Black/Black/Black,Thunder Grey/Desert Sand/Total Orange/Black,Black/Hot Punch/White/Light Bone
Nike Air Max 270,₹ 13 995.00,Men,778,4.5,AH8050-008,[],0,6,White/White/Black,Black/Total Orange/Black,Black/Black/Black,Thunder Grey/Desert Sand/Total Orange/Black,Black/Hot Punch/White/Light Bone
Nike Air Max 270,,Men,778,4.5,AH8050-005,[],0,6,White/White/Black,Black/Total Orange/Black,Black/Black/Black,Thunder Grey/Desert Sand/Total Orange/Black,Black/Hot Punch/White/Light Bone
Nike Air Max 270,₹ 13 995.00,Men,778,4.5,AH8050-024,[],0,6,White/White/Black,Black/Total Orange/Black,Black/Black/Black,Thunder Grey/Desert Sand/Total Orange/Black,Black/Hot Punch/White/Light Bone
Nike Air Max 270,,Men,778,4.5,AH8050-003,[],0,6,White/White/Black,Black/Total Orange/Black,Black/Black/Black,Thunder Grey/Desert Sand/Total Orange/Black,Black/Hot Punch/White/Light Bone
Nike Air Max 270,,Men,778,4.5,AH8050-002,[],0,6,White/White/Black,Black/Total Orange/Black,Black/Black/Black,Thunder Grey/Desert Sand/Total Orange/Black,Black/Hot Punch/White/Light Bone
Nike Zoom Mercurial Vapor 15 Academy KM MG,₹ 8 495.00,Unisex,2,5.0,DV0707-400,[],0,1,,,,,
Nike Tiempo Legend 10 Elite,₹ 21 995.00,Unisex,0,0.0,DZ3183-100,,0,1,,,,,
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,2,4.0,DJ5633-300,[],0,2,Hyper Turquoise/Black/White/Fuchsia Dream,Bright Crimson/Black/White,,,
Nike Mercurial Vapor 15 Academy,₹ 7 995.00,Unisex,2,4.0,DJ5633-600,[],0,2,Hyper Turquoise/Black/White/Fuchsia Dream,Bright Crimson/Black/White,,,
Nike Air Alpha Force 88,₹ 11 895.00,Men,0,0.0,FN6594-002,,0,1,,,,,
Nike In-Season TR 13,₹ 6 295.00,Men,3,4.0,DZ9360-007,,0,4,Pure Platinum/White/University Red/Black,Black/Clear Jade/White,Smoke Grey/Light Smoke Grey/Dark Smoke Grey/White,Black/Anthracite/White,
